"","NameRB","YearRB","per_Agricultural_RB","per_Barren Land_RB","per_Emergent Herbaceous Wetlands_RB","per_Forest_RB","per_Grassland/Herbaceous_RB","per_Open Spaces Developed_RB","per_Open Water_RB","per_Perennial Snow/Ice_RB","per_Scrub-Shrub_RB","per_Urban_RB","per_Woody Wetlands_RB"
"1","07CHR045515","2001",0,0,0.203206130519297,55.8230957756201,0.542675063704982,2.83499191713275,10.9748551432011,0,4.56209089040156,1.07730313531013,23.9817819441101
"2","07CHR045515","2002",0,0,0.203940017845853,55.7623631766281,0.48075101110634,2.82202115434157,10.9970196662868,0,4.66907889494062,1.09027389810177,23.974552180749
"3","07CHR045515","2003",0,0,0.204673905172409,55.7016305776362,0.418826958507697,2.80905039155039,11.0191841893724,0,4.77606689947968,1.10324466089342,23.9673224173878
"4","07CHR045515","2004",0,0,0.205407792498965,55.6408979786442,0.356902905909054,2.79607962875921,11.041348712458,0,4.88305490401873,1.11621542368506,23.9600926540267
"5","07CHR045515","2005",0,0,0.217883422167716,55.552642672077,0.554814622627225,2.80434175661677,11.023958698191,0,4.78252637423616,1.11621542395172,23.9476170301324
"6","07CHR045515","2006",0,0,0.230359051836466,55.4643873655099,0.752726339345397,2.81260388447433,11.006568683924,0,4.68199784445359,1.11621542421838,23.935141406238
"7","07CHR045515","2007",0,0,0.237399304632331,55.9229711039375,0.808861681849932,2.81260388447426,11.0084512094353,0,4.16539623801136,1.11621542421835,23.928101153441
"8","07CHR045515","2008",0,0,0.244439557428196,56.3815548423651,0.864997024354468,2.8126038844742,11.0103337349466,0,3.64879463156913,1.11621542421833,23.921060900644
"9","07CHR045515","2009",0,0,0.238848934742305,56.2476861632845,0.836196314313807,2.8126038957183,11.0854140893,0,3.74287955290577,1.11621542325534,23.92015562648
"10","07CHR045515","2010",0,0,0.233258312056414,56.1138174842039,0.807395604273146,2.81260390696239,11.1604944436533,0,3.83696447424241,1.11621542229236,23.9192503523161
"11","07CHR045515","2011",0,0,0.227667689370522,55.9799488051233,0.778594894232485,2.81260391820649,11.2355747980066,0,3.93104939557905,1.11621542132937,23.9183450781522
"12","07CHR045515","2012",0,0,0.215436909730634,56.3399743335473,0.474088857503894,2.80220633933296,11.0988827217331,0,3.98356512229329,1.1266130002026,23.9592327156563
"13","07CHR045515","2013",0,0,0.203206130090745,56.6999998619712,0.169582820775304,2.79180876045942,10.9621906454596,0,4.03608084900753,1.13701057907583,24.0001203531604
"14","07CHR045515","2014",0,0,0.203206130332325,56.9142164197435,0.279062644509128,2.79180875629495,10.9524296459323,0,3.71556856646061,1.13701058042755,24.0066972562996
"15","07CHR045515","2015",0,0,0.203206130573904,57.1284329775158,0.388542468242953,2.79180875213048,10.942668646405,0,3.39505628391368,1.13701058177927,24.0132741594389
"16","07CHR045515","2016",0,0,0.203206130815483,57.3426495352881,0.498022291976777,2.79180874796601,10.9329076468778,0,3.07454400136676,1.13701058313099,24.0198510625781
"17","07CHR045515","2017",0,0,0.203206130815489,58.1424929502898,0.429071080046618,2.8001650195999,10.932907646878,0,2.33529552666035,1.13701058313102,24.0198510625787
"18","07CHR045515","2018",0,0,0.203206130815494,58.9423363652916,0.360119868116459,2.80852129123379,10.9329076468783,0,1.59604705195393,1.13701058313105,24.0198510625794
"19","07CHR045515","2019",0,0,0.203206130815499,59.7421797802933,0.291168656186299,2.81687756286768,10.9329076468786,0,0.856798577247522,1.13701058313108,24.01985106258
"20","07CHR045515","2020",0,0,0.203206130831955,59.9599066694418,0.277196077990817,2.81587120985296,10.9305772304163,0,0.65094900429452,1.14032766356558,24.0219660136061
"21","07CHR045515","2021",0,0,0.203206130848411,60.1776335585903,0.263223499795334,2.81486485683823,10.9282468139539,0,0.445099431341517,1.14364474400008,24.0240809646322
"22","07CHR045515","2022",0,0,0.203206130864866,60.3953604477388,0.249250921599852,2.81385850382351,10.9259163974915,0,0.239249858388516,1.14696182443457,24.0261959156583
"23","07CHR070059","2001",0,0,0.346652608098484,42.5974938423483,0.78474768039471,3.65853174912193,19.0446266526671,0,4.82521710751739,3.69894872869169,25.0437816311604
"24","07CHR070059","2002",0,0,0.346652608098498,42.5876795036184,0.694824480037822,3.61238607425393,19.0679591013748,0,4.90162219789387,3.74509440356123,25.0437816311614
"25","07CHR070059","2003",0,0,0.346652608098512,42.5778651648885,0.604901279680934,3.56624039938594,19.0912915500826,0,4.97802728827035,3.79124007843077,25.0437816311624
"26","07CHR070059","2004",0,0,0.346652608098526,42.5680508261586,0.514978079324045,3.52009472451794,19.1146239987903,0,5.05443237864683,3.83738575330031,25.0437816311634
"27","07CHR070059","2005",0,0,0.377690899400918,42.7398698796038,0.434062059353854,3.54948863457246,19.0491283331,0,4.9996311008042,3.83738575330009,25.0127433398647
"28","07CHR070059","2006",0,0,0.408729190703309,42.911688933049,0.353146039383663,3.57888254462698,18.9836326674096,0,4.94482982296158,3.83738575329986,24.981705048566
"29","07CHR070059","2007",0,0,0.437146794804069,43.2556879621734,0.35314603938365,3.57888254462685,18.9836326674089,0,4.60083079384296,3.83738575329972,24.9532874444604
"30","07CHR070059","2008",0,0,0.465564398904829,43.5996869912978,0.353146039383637,3.57888254462672,18.9836326674082,0,4.25683176472434,3.83738575329958,24.9248698403549
"31","07CHR070059","2009",0,0,0.454935842085199,43.8115206484518,0.392068877944301,3.57888254462673,19.0093758658083,0,3.9803320706149,3.83738575329756,24.9354983971712
"32","07CHR070059","2010",0,0,0.444307285265569,44.0233543056059,0.430991716504965,3.57888254462675,19.0351190642084,0,3.70383237650546,3.83738575329554,24.9461269539874
"33","07CHR070059","2011",0,0,0.43367872844594,44.23518796276,0.469914555065629,3.57888254462676,19.0608622626085,0,3.42733268239601,3.83738575329351,24.9567555108037
"34","07CHR070059","2012",0,0,0.390165668272183,44.6087327864845,0.468915856314105,3.5418914051819,19.0222474650074,0,3.09340135502197,3.87437689273797,25.00026857098
"35","07CHR070059","2013",0,0,0.346652608098426,44.982277610209,0.467917157562581,3.50490026573705,18.9836326674064,0,2.75947002764792,3.91136803218242,25.0437816311562
"36","07CHR070059","2014",0,0,0.346652608098386,45.2433562144568,0.445190096335372,3.50490026573664,19.0063830137151,0,2.49836813832245,3.91136803218197,25.0437816311533
"37","07CHR070059","2015",0,0,0.346652608098345,45.5044348187045,0.422463035108163,3.50490026573623,19.0291333600239,0,2.23726624899699,3.91136803218151,25.0437816311504
"38","07CHR070059","2016",0,0,0.346652608098305,45.7655134229522,0.399735973880954,3.50490026573582,19.0518837063327,0,1.97616435967152,3.91136803218105,25.0437816311474
"39","07CHR070059","2017",0,0,0.346652608098318,46.2733762720805,0.37937622813025,3.50490026573595,19.0518837063334,0,1.48866125629206,3.91136803218119,25.0437816311484
