"","Name","Year","per_Agricultural_","per_Barren Land_","per_Emergent Herbaceous Wetlands_","per_Forest_","per_Grassland/Herbaceous_","per_Open Spaces Developed_","per_Open Water_","per_Perennial Snow/Ice_","per_Scrub-Shrub_","per_Urban_","per_Woody Wetlands_"
"1","07CHR045515","2001",0.00437630790527872,0,0.0393440921567958,75.7215328830108,1.26049997184192,2.95907506105682,1.28663452394721,0,13.0765081811035,0.884906521843536,4.76712245713412
"2","07CHR045515","2002",0.00437630790521656,0,0.0386289338339136,75.5115474050264,1.40902909284482,2.9576162917132,1.28809329322997,0,13.1350469996241,0.888553445084383,4.76710823073804
"3","07CHR045515","2003",0.0043763079051544,0,0.0379137755110315,75.3015619270419,1.55755821384773,2.95615752236959,1.28955206251273,0,13.1935858181446,0.892200368325229,4.76709400434197
"4","07CHR045515","2004",0.00437630790509224,0,0.0371986171881493,75.0915764490575,1.70608733485063,2.95469875302598,1.29101083179549,0,13.2521246366652,0.895847291566076,4.76707977794589
"5","07CHR045515","2005",0.00437630790508204,0,0.0393867711410954,73.6630036547706,2.52579141674384,2.96235729184941,1.28663452388774,0,13.8511466562982,0.902411753422258,4.76489162398174
"6","07CHR045515","2006",0.00437630790507184,0,0.0415749250940415,72.2344308604838,3.34549549863704,2.97001583067283,1.28225821598,0,14.4501686759312,0.90897621527844,4.7627034700176
"7","07CHR045515","2007",0.00437630790507188,0,0.0448571560239224,73.2739545979364,3.40396054473063,2.97001583067286,1.28225821598067,0,13.3521798923842,0.908976215278447,4.75942123908776
"8","07CHR045515","2008",0.00437630790507191,0,0.0481393869538033,74.313478335389,3.46242559082423,2.97001583067288,1.28225821598134,0,12.2541911088373,0.908976215278454,4.75613900815791
"9","07CHR045515","2009",0.00437630790507871,0,0.0452218483491581,73.7836987921865,3.86035754178242,2.97147459997919,1.30049283225295,0,12.3670747001451,0.908976215279866,4.75832716211978
"10","07CHR045515","2010",0.00437630790508551,0,0.0423043097445129,73.2539192489839,4.25828949274061,2.9729333692855,1.31872744852456,0,12.4799582914529,0.908976215281278,4.76051531608165
