"","Name","Year","PctDev_buffers_"
"1","07CHR045515","2001",0.420969212597626
"2","07CHR045515","2002",0.426966510309235
"3","07CHR045515","2003",0.432963808020843
"4","07CHR045515","2004",0.438961105732451
"5","07CHR045515","2005",0.440027209968964
"6","07CHR045515","2006",0.441093314205476
"7","07CHR045515","2007",0.441093314205476
"8","07CHR045515","2008",0.441093314205476
"9","07CHR045515","2009",0.441679599388434
"10","07CHR045515","2010",0.442265884571392
"11","07CHR045515","2011",0.44285216975435
"12","07CHR045515","2012",0.448960231785387
"13","07CHR045515","2013",0.455068293816424
"14","07CHR045515","2014",0.455068293816424
"15","07CHR045515","2015",0.455068293816424
"16","07CHR045515","2016",0.455068293816424
"17","07CHR045515","2017",0.455151543856811
"18","07CHR045515","2018",0.455234793897197
"19","07CHR045515","2019",0.455318043937584
"20","07CHR045515","2020",0.457226312345359
"21","07CHR045515","2021",0.459134580753135
"22","07CHR045515","2022",0.46104284916091
"23","07CHR070059","2001",1.24409063548756
"24","07CHR070059","2002",1.26475635109557
"25","07CHR070059","2003",1.28542206670358
"26","07CHR070059","2004",1.30608778231159
"27","07CHR070059","2005",1.30988062805118
"28","07CHR070059","2006",1.31367347379077
"29","07CHR070059","2007",1.31367347379077
"30","07CHR070059","2008",1.31367347379077
"31","07CHR070059","2009",1.31575928227199
"32","07CHR070059","2010",1.3178450907532
"33","07CHR070059","2011",1.31993089923441
"34","07CHR070059","2012",1.34166136072043
"35","07CHR070059","2013",1.36339182220646
"36","07CHR070059","2014",1.36339182220646
"37","07CHR070059","2015",1.36339182220646
"38","07CHR070059","2016",1.36339182220646
"39","07CHR070059","2017",1.36339182220646
"40","07CHR070059","2018",1.36339182220646
"41","07CHR070059","2019",1.36339182220646
"42","07CHR070059","2020",1.37001966591306
"43","07CHR070059","2021",1.37664750961967
"44","07CHR070059","2022",1.38327535332627
"45","07CHR234411","2001",0.456302089589142
"46","07CHR234411","2002",0.461897875873896
"47","07CHR234411","2003",0.467493662158649
"48","07CHR234411","2004",0.473089448443403
"49","07CHR234411","2005",0.474093822402298
"50","07CHR234411","2006",0.475098196361193
"51","07CHR234411","2007",0.475098196361193
"52","07CHR234411","2008",0.475098196361193
"53","07CHR234411","2009",0.475645230499485
"54","07CHR234411","2010",0.476192264637777
"55","07CHR234411","2011",0.476739298776069
"56","07CHR234411","2012",0.482438433850442
"57","07CHR234411","2013",0.488137568924816
"58","07CHR234411","2014",0.488137568924816
"59","07CHR234411","2015",0.488137568924816
"60","07CHR234411","2016",0.488137568924816
"61","07CHR234411","2017",0.488215245481258
"62","07CHR234411","2018",0.488292922037701
"63","07CHR234411","2019",0.488370598594144
"64","07CHR234411","2020",0.490152182427755
"65","07CHR234411","2021",0.491933766261366
"66","07CHR234411","2022",0.493715350094978
"67","07GRN022903","2001",0.00157235206233032
"68","07GRN022903","2002",0.00157235206233032
"69","07GRN022903","2003",0.00157235206233032
"70","07GRN022903","2004",0.00157235206233032
"71","07GRN022903","2005",0.00157235206233032
"72","07GRN022903","2006",0.00157235206233032
"73","07GRN022903","2007",0.00157235206233032
"74","07GRN022903","2008",0.00157235206233032
"75","07GRN022903","2009",0.00157235206233032
"76","07GRN022903","2010",0.00157235206233032
"77","07GRN022903","2011",0.00157235206233032
"78","07GRN022903","2012",0.00157235206233032
"79","07GRN022903","2013",0.00157235206233032
"80","07GRN022903","2014",0.00157235206233032
"81","07GRN022903","2015",0.00157235206233032
"82","07GRN022903","2016",0.00157235206233032
"83","07GRN022903","2017",0.00157235206233032
"84","07GRN022903","2018",0.00157235206233032
"85","07GRN022903","2019",0.00157235206233032
"86","07GRN022903","2020",0.00157235206233032
"87","07GRN022903","2021",0.00157235206233032
"88","07GRN022903","2022",0.00157235206233032
"89","07GRN077319","2001",0.00502230664670439
"90","07GRN077319","2002",0.00502230664670439
"91","07GRN077319","2003",0.00502230664670439
"92","07GRN077319","2004",0.00502230664670439
"93","07GRN077319","2005",0.00502230664670439
"94","07GRN077319","2006",0.00502230664670439
"95","07GRN077319","2007",0.00502230664670439
"96","07GRN077319","2008",0.00502230664670439
"97","07GRN077319","2009",0.00502230664670439
"98","07GRN077319","2010",0.00502230664670439
"99","07GRN077319","2011",0.00502230664670439
"100","07GRN077319","2012",0.00502230664670439
"101","07GRN077319","2013",0.00502230664670439
"102","07GRN077319","2014",0.00502230664670439
"103","07GRN077319","2015",0.00502230664670439
"104","07GRN077319","2016",0.00502230664670439
"105","07GRN077319","2017",0.00502230664670439
"106","07GRN077319","2018",0.00502230664670439
"107","07GRN077319","2019",0.00502230664670439
"108","07GRN077319","2020",0.00502230664670439
"109","07GRN077319","2021",0.00502230664670439
"110","07GRN077319","2022",0.00502230664670439
"111","07HAR025863","2001",4.47674255499966
"112","07HAR025863","2002",4.48095241090838
"113","07HAR025863","2003",4.48516226681711
"114","07HAR025863","2004",4.48937212272583
"115","07HAR025863","2005",4.4896470033033
"116","07HAR025863","2006",4.48992188388078
"117","07HAR025863","2007",4.48992188387531
"118","07HAR025863","2008",4.48992188386985
"119","07HAR025863","2009",4.48992188343747
"120","07HAR025863","2010",4.48992188300509
"121","07HAR025863","2011",4.48992188257271
"122","07HAR025863","2012",4.48992188257271
"123","07HAR025863","2013",4.48992188257271
"124","07HAR025863","2014",4.48992188257271
"125","07HAR025863","2015",4.48992188257271
"126","07HAR025863","2016",4.48992188257271
"127","07HAR025863","2017",4.48992188257271
"128","07HAR025863","2018",4.48992188257271
"129","07HAR025863","2019",4.48992188257271
"130","07HAR025863","2020",4.49065406743788
"131","07HAR025863","2021",4.49138625230305
"132","07HAR025863","2022",4.49211843716822
"133","07HAR055371","2001",0.327466246950275
"134","07HAR055371","2002",0.327466246950275
"135","07HAR055371","2003",0.327466246950275
"136","07HAR055371","2004",0.327466246950275
"137","07HAR055371","2005",0.327466246950275
"138","07HAR055371","2006",0.327466246950275
"139","07HAR055371","2007",0.327466246950275
"140","07HAR055371","2008",0.327466246950275
"141","07HAR055371","2009",0.327466246950275
"142","07HAR055371","2010",0.327466246950275
"143","07HAR055371","2011",0.327466246950275
"144","07HAR055371","2012",0.327466246950275
"145","07HAR055371","2013",0.327466246950275
"146","07HAR055371","2014",0.327466246950275
"147","07HAR055371","2015",0.327466246950275
"148","07HAR055371","2016",0.327466246950275
"149","07HAR055371","2017",0.327466246950275
"150","07HAR055371","2018",0.327466246950275
"151","07HAR055371","2019",0.327466246950275
"152","07HAR055371","2020",0.327466246950275
"153","07HAR055371","2021",0.327466246950275
"154","07HAR055371","2022",0.327466246950275
"155","07HAR070087","2001",0.161929043658677
"156","07HAR070087","2002",0.161929043658677
