"","SiteName","Year","SampleName","SampleDate","WettedWidth","BankfulWidth","expr1","D50","RiffleDepth","pools_per_ft","LargeWoodyDebrisNumber","speed","sand","X.x","US...RB...LB...DS","X.y","PctDev_Basins_","X.x","PctDev_buffers_","X.y","per_Agricultural_","per_Barren.Land_","per_Emergent.Herbaceous.Wetlands_","per_Forest_","per_Grassland.Herbaceous_","per_Open.Spaces.Developed_","per_Open.Water_","per_Perennial.Snow.Ice_","per_Scrub.Shrub_","per_Urban_","per_Woody.Wetlands_","X","per_Agricultural_RB","per_Barren.Land_RB","per_Emergent.Herbaceous.Wetlands_RB","per_Forest_RB","per_Grassland.Herbaceous_RB","per_Open.Spaces.Developed_RB","per_Open.Water_RB","per_Perennial.Snow.Ice_RB","per_Scrub.Shrub_RB","per_Urban_RB","per_Woody.Wetlands_RB","Acres","STR_LVL","Ammonia.Nitrogen","Conductivity..Field","Dissolved.Oxygen..Field","Fecal.Coliform","Nitrite...Nitrate.Nitrogen","Orthophosphate.Phosphorus","pH..Field","Temperature","Total.Alkalinity","Total.Nitrogen","Total.Phosphorus","Total.Suspended.Solids","Turbidity"
"1","07CHR234411","2015","07CHR234411_15","9/22/2015 0:00:00",23.25,35.375,0.657243816,65.3361381659144,4.9375,0.00862069,8,1.70968256632407,0,NA,NA,59,0.676778154985349,59,0.488137568924816,59,0.0866209485573225,0.00257593532419841,0.0302672400672287,74.1021411970373,1.52280439321433,3.78026140280744,1.12761568841238,0,13.457944624562,1.63884308608212,4.25092548393574,59,0.0487877061049113,0,0.189601782975102,58.5550731613235,0.62759939692068,2.9842224419539,10.2281901308854,0,3.72601744900583,1.23488668878908,22.4056212420416,11511.3632232922,1,0.0057,61.0916666666667,10.8666666666667,30.25,0.643916666666667,0.0344466666666667,7.45916666666667,11.3416666666667,22.5833333333333,0.75575,0.0139916666666667,2.28416666666667,1.60633333333333
"2","07CHR234411","2016","07CHR234411_16","9/13/2016 0:00:00",16.125,39,0.413461538,64.7314584071459,4.640625,0.009090909,21,1.60285049442857,0,NA,NA,60,0.677003549326271,60,0.488137568924816,60,0.0840450132327337,0.00386390298629762,0.0309112238985707,74.7022670274866,1.29675446272494,3.78026140280742,1.12632772075028,0,13.0845127084339,1.63948706991326,4.25156946776598,60,0.0487877061590285,0,0.189601783185416,58.7425937694158,0.729749709889756,2.98422243828194,10.2190826149361,0,3.43931745843872,1.23488669015887,22.4117578295344,11511.3632232922,1,0.004775,56.6333333333333,11.2583333333333,28.0833333333333,0.527833333333333,0.00536833333333333,7.36583333333333,10.475,20.3066666666667,0.661,0.0137583333333333,3.36666666666667,1.81391666666667
"3","07CHR234411","2018","07CHR234411_18","2018-09-25 21:15:00",24.6075,32.563925,0.755667506297229,88.7305629959352,3.66633858267717,0.0225225225225225,9,1.13954834973943,0,268,55.6666666666667,62,0.679218561433634,62,0.488292922037701,62,0.0827570455751326,0.00386390298653681,0.0309112239004842,80.851611956493,1.16746110895579,3.78661206321443,1.12632772082,0,7.05673332654566,1.64215218347982,4.25156946802917,62,0.0487877061590305,0,0.189601783185424,60.4415626214412,0.587205145908966,2.99981610168371,10.2190826149365,0,1.8672995069909,1.23488669015892,22.4117578295353,11511.3632232922,1,0.00504615384615385,58.6615384615385,11.4076923076923,41.6153846153846,0.329307692307692,0.00591384615384615,7.51615384615385,10.8076923076923,21.9923076923077,0.458307692307692,0.0157615384615385,4.78076923076923,2.37923076923077
"4","07CHR234411","2019","07CHR234411_19","2019-08-22 21:15:00",17.7420075,28.298625,0.62695652173913,34.3268096291399,4.28149606299213,0.0420168067226891,6,0.793121977431488,2.32558139534884,357,48,63,0.680326067487315,63,0.488370598594144,63,0.082113061746332,0.0038639029866564,0.0309112239014409,83.9262844209962,1.10281443207121,3.78978739341793,1.12632772085486,0,4.04284363560154,1.6434847402631,4.25156946816077,63,0.0487877061590315,0,0.189601783185427,61.291047047454,0.515932863918571,3.0076129333846,10.2190826149367,0,1.08129053126699,1.23488669015894,22.4117578295358,11511.3632232922,1,0.00587692307692308,60.4846153846154,11.4769230769231,30.9230769230769,0.283307692307692,0.00611153846153846,7.52153846153846,10.2538461538462,22.7615384615385,0.398615384615385,0.0130230769230769,1.95307692307692,1.40615384615385
"5","07CHR234411","2020","07CHR234411_20","2020-10-02 16:30:00",36.58315,76.61135,0.477516059957173,54.140271632895,4.45374015748031,0.0416666666666667,10,1.7956204379562,0.952380952380952,590,26.6666666666667,64,0.682442380149666,64,0.490152182427755,64,0.0795371264214555,0.00364924170961993,0.0306986560615791,84.4512193354823,1.08763353226146,3.7911752602069,1.12557640638488,0,3.53116373244031,1.64724268111515,4.2521040279163,64,0.0482255747787919,0,0.189601783199753,61.5097855123888,0.501739520537208,3.00678716311569,10.2169082163294,0,0.875239345019938,1.23798169700932,22.4137311876211,11511.3632232922,1,NA,54.1272727272727,11.43,NA,NA,NA,7.25272727272727,9.87272727272727,NA,NA,NA,NA,NA
"6","07CHR234411","2021","07CHR234411_21","2021-08-23 22:00:00",26.2562025,65.3821275,0.401580730146782,47.7207313053218,3.91240157480315,0.0142247510668563,14,1.31726907630522,0,667,36.6666666666667,65,0.684558692812017,65,0.491933766261366,65,0.076961191096579,0.00343458043258345,0.0304860882217173,84.9761542499686,1.07245263245171,3.79256312699586,1.12482509191489,0,3.01948382927907,1.6510006219672,4.25263858767184,65,0.0476634433985523,0,0.189601783214078,61.7285239773237,0.487546177155845,3.00596139284678,10.2147338177221,0,0.669188158772881,1.24107670385971,22.4157045457064,11511.3632232922,1,0.00605384615384615,58.4692307692308,11.2623076923077,NA,0.496769230769231,0.00557,7.42692307692308,10.9507692307692,21.3538461538462,0.616923076923077,0.0160461538461538,6.07538461538462,2.19307692307692
"7","07STL080295","2015","07STL080295_15","9/17/2015 0:00:00",135,170,0.794117647,55.7083204888934,6.1875,0,2,1.8439265279729,0,NA,NA,763,0.314417345616716,741,0.380801794685654,763,0.0461044253873735,0.16516148089463,0.18974684824257,74.6946515541532,6.0259410600592,1.3247372432302,1.91059502031649,0,13.0932118687211,0.611230929501042,1.9386195694942,741,0.00674483997298857,0.354362227503079,1.43660653431897,59.2909170656812,2.73553360135447,1.3376585728932,15.5984383682776,0,7.18344332073989,0.661294213093658,11.3950012561649,62197.1111567097,1,0.00305833333333333,41.875,11,26.1666666666667,0.2675,0.00204833333333333,7.14916666666667,10.4766666666667,14.8075,0.343,0.0132,15.5241666666667,6.63208333333333
"8","07STL080295","2016","07STL080295_16","8/29/2016 0:00:00",71,85,0.835294118,78.5267267929485,10.6875,0,1,1.86382492736098,0,NA,NA,764,0.314852197452987,742,0.382887186498578,764,0.0461044253873735,0.159312642418823,0.23992487783414,76.3513136661395,6.09850601610285,1.32771693619905,1.85731811003733,0,11.3645893795425,0.611707680375967,1.94350626596241,742,0.00674483997291123,0.242310497101673,1.8397432529796,60.3079730094617,2.77617572653689,1.33548604330688,15.1842646539981,0,6.21243697681984,0.663466742657048,11.4313982571653,62197.1111567097,1,0.00414615384615385,42.4076923076923,11.4769230769231,10.8461538461538,0.268692307692308,0.00182538461538462,7.07846153846154,9.70769230769231,14.8876923076923,0.329076923076923,0.00926923076923077,7.81538461538462,4.84638461538462
"9","07STL080295","2017","07STL080295_17","2017-08-10 14:00:00",85,106,0.80188679245283,54.588089531872,5.875,0,3,1.4265335235378,0.78125,40,20.6666666666667,765,0.315986201620093,743,0.383068246985499,765,0.0459852376684504,0.151927427449829,0.205360439396784,78.2400014042514,4.92794880923653,1.34121964513065,1.89581574318816,0,10.634710497457,0.613524530263477,1.94350626595771,743,0.0067448399728597,0.201196886390081,1.56196215520955,61.4322266913724,2.28182393700165,1.33864121864292,15.4886715267537,0,5.59327097654139,0.664063511037446,11.431398257078,62197.1111567097,1,0.00306666666666667,40.7916666666667,11.7,10.0833333333333,0.265166666666667,0.00192666666666667,7.325,9.16666666666667,13.8466666666667,0.33675,0.0112916666666667,11.6666666666667,6.19666666666667
"10","07STL080295","2018","07STL080295_18","2018-08-07 19:55:00",80.630575,94.738875,0.851082251082251,123.341189299288,10.7037401574803,0,1,2.18204857444562,0,156,29.3333333333333,766,0.3171202057872,744,0.383249307472419,766,0.0458660499495272,0.144542212480834,0.170796000959428,80.1286891423632,3.75739160237021,1.35472235406225,1.93431337633898,0,9.90483161537155,0.615341380150987,1.943506265953,744,0.00674483997280817,0.160083275678489,1.2841810574395,62.5564803732831,1.78747214746642,1.34179639397896,15.7930783995093,0,4.97410497626294,0.664660279417844,11.4313982569906,62197.1111567097,1,0.00306923076923077,36.0307692307692,11.8461538461538,8.92307692307692,0.197130769230769,0.00145692307692308,7.37461538461538,8.96923076923077,12.2084615384615,0.280769230769231,0.0178846153846154,26.5215384615385,12.7746153846154
